"","species","genus","family","order","class","phylum","NSDM.group","CH3Div.group","NSDM.scheme","CH3Div.scheme","Dispersal_km"
"5439","Plantago media","Plantago","Plantaginaceae","Lamiales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5440","Plantago serpentina","Plantago","Plantaginaceae","Lamiales","Angiospermae","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003425
"5442","Platanthera bifolia","Platanthera","Orchidaceae","Asparagales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5443","Platanthera chlorantha","Platanthera","Orchidaceae","Asparagales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5444","Platanus x hispanica","Platanus","Platanaceae","Proteales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0817
"5449","Platycladus orientalis","Platycladus","Cupressaceae","Pinales","Pinopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.095
"5472","Pleurospermum austriacum","Pleurospermum","Apiaceae","Apiales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5495","Poa alpina","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5496","Poa angustifolia","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5497","Poa annua","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.002815
"5498","Poa badensis","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5499","Poa bulbosa","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5500","Poa cenisia","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5501","Poa chaixii","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5502","Poa compressa","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5503","Poa glauca","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5504","Poa hybrida","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5505","Poa laxa","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5506","Poa minor","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5507","Poa molinerii","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5508","Poa nemoralis","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5509","Poa palustris","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5510","Poa perconcinna","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5511","Poa pratensis","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5512","Poa remota","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5513","Poa supina","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.02071
"5514","Poa trivialis","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5515","Poa variegata","Poa","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00312
"5542","Polemonium caeruleum","Polemonium","Polemoniaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5550","Polycarpon tetraphyllum","Polycarpon","Caryophyllaceae","Caryophyllales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5553","Polycnemum majus","Polycnemum","Amaranthaceae","Caryophyllales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5557","Polygala alpestris","Polygala","Polygalaceae","Fabales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5558","Polygala alpina","Polygala","Polygalaceae","Fabales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5559","Polygala amara","Polygala","Polygalaceae","Fabales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5560","Polygala amarella","Polygala","Polygalaceae","Fabales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5561","Polygala chamaebuxus","Polygaloides","Polygalaceae","Fabales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5562","Polygala comosa","Polygala","Polygalaceae","Fabales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5563","Polygala pedemontana","Polygala","Polygalaceae","Fabales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5564","Polygala serpyllifolia","Polygala","Polygalaceae","Fabales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5565","Polygala vulgaris","Polygala","Polygalaceae","Fabales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5566","Polygala vulgaris subsp. oxyptera","Polygala","Polygalaceae","Fabales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00361
"5567","Polygonatum multiflorum","Polygonatum","Asparagaceae","Asparagales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5568","Polygonatum odoratum","Polygonatum","Asparagaceae","Asparagales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5569","Polygonatum verticillatum","Polygonatum","Asparagaceae","Asparagales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5570","Polygonum alpinum","Polygonum","Polygonaceae","Caryophyllales","Angiospermae","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.002815
"5571","Polygonum amphibium","Persicaria","Polygonaceae","Caryophyllales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00355
"5572","Polygonum arenastrum","Polygonum","Polygonaceae","Caryophyllales","Angiospermae","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5573","Polygonum aviculare","Polygonum","Polygonaceae","Caryophyllales","Angiospermae","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5574","Polygonum bistorta","Polygonum","Polygonaceae","Caryophyllales","Angiospermae","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.097515
"5575","Polygonum hydropiper","Polygonum","Polygonaceae","Caryophyllales","Angiospermae","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00251
"5576","Polygonum lapathifolium","Polygonum","Polygonaceae","Caryophyllales","Angiospermae","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.02777
"5577","Polygonum minus","Polygonum","Polygonaceae","Caryophyllales","Angiospermae","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.001285
"5578","Polygonum mite","Polygonum","Polygonaceae","Caryophyllales","Angiospermae","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00257
"5579","Polygonum persicaria","Polygonum","Polygonaceae","Caryophyllales","Angiospermae","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.09407
"5580","Polygonum polystachyum","Polygonum","Polygonaceae","Caryophyllales","Angiospermae","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.293855
"5581","Polygonum viviparum","Polygonum","Polygonaceae","Caryophyllales","Angiospermae","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.021875
"5596","Polypodium interjectum","Polypodium","Polypodiaceae","Polypodiales","Polypodiopsida","Tracheophyta","Ferns & Mosses","vascular_plants","terrestrial","terrestrial",0.0085
"5597","Polypodium vulgare","Polypodium","Polypodiaceae","Polypodiales","Polypodiopsida","Tracheophyta","Ferns & Mosses","vascular_plants","terrestrial","terrestrial",0.0085
"5610","Polystichum aculeatum","Polystichum","Dryopteridaceae","Polypodiales","Polypodiopsida","Tracheophyta","Ferns & Mosses","vascular_plants","terrestrial","terrestrial",0.0085
"5611","Polystichum lonchitis","Polystichum","Dryopteridaceae","Polypodiales","Polypodiopsida","Tracheophyta","Ferns & Mosses","vascular_plants","terrestrial","terrestrial",0.0085
"5612","Polystichum setiferum","Polystichum","Dryopteridaceae","Polypodiales","Polypodiopsida","Tracheophyta","Ferns & Mosses","vascular_plants","terrestrial","terrestrial",0.0085
"5613","Polystichum x bicknellii","Polystichum","Dryopteridaceae","Polypodiales","Polypodiopsida","Tracheophyta","Ferns & Mosses","vascular_plants","terrestrial","terrestrial",0.180526649054753
"5626","Populus alba","Populus","Salicaceae","Malpighiales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.255
"5627","Populus nigra","Populus","Salicaceae","Malpighiales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.255
"5628","Populus nigra subsp. nigra","Populus","Salicaceae","Malpighiales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.1541
"5629","Populus tremula","Populus","Salicaceae","Malpighiales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.255
"5630","Populus x canadensis","Populus","Salicaceae","Malpighiales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.255
"5631","Populus x canescens","Populus","Salicaceae","Malpighiales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.255
"5639","Portulaca oleracea","Portulaca","Portulacaceae","Caryophyllales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5642","Potamogeton alpinus","Potamogeton","Potamogetonaceae","Alismatales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",0.81
"5643","Potamogeton berchtoldii","Potamogeton","Potamogetonaceae","Alismatales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",0.7827
"5644","Potamogeton coloratus","Potamogeton","Potamogetonaceae","Alismatales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",1.0293
"5645","Potamogeton crispus","Potamogeton","Potamogetonaceae","Alismatales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",0.7816
"5646","Potamogeton filiformis","Potamogeton","Potamogetonaceae","Alismatales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",0.8557
"5647","Potamogeton friesii","Potamogeton","Potamogetonaceae","Alismatales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",0.8027
"5648","Potamogeton gramineus","Potamogeton","Potamogetonaceae","Alismatales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",1.0142
"5649","Potamogeton lucens","Potamogeton","Potamogetonaceae","Alismatales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",1.3166
"5650","Potamogeton natans","Potamogeton","Potamogetonaceae","Alismatales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",0.9988
"5651","Potamogeton nodosus","Potamogeton","Potamogetonaceae","Alismatales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",1.0275
"5652","Potamogeton pectinatus","Stuckenia","Potamogetonaceae","Alismatales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",0.7289
"5653","Potamogeton perfoliatus","Potamogeton","Potamogetonaceae","Alismatales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",0.9727
"5654","Potamogeton pusillus","Potamogeton","Potamogetonaceae","Alismatales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",0.915
"5655","Potamogeton x decipiens","Potamogeton","Potamogetonaceae","Alismatales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",0.180526649054753
"5656","Potamogeton x nitens","Potamogeton","Potamogetonaceae","Alismatales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",1.08795
"5661","Potentilla alba","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5662","Potentilla anserina","Argentina","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.021705
"5663","Potentilla argentea","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5664","Potentilla aurea","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5665","Potentilla brauneana","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5666","Potentilla caulescens","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5667","Potentilla crantzii","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5668","Potentilla erecta","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5669","Potentilla frigida","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5670","Potentilla fruticosa","Dasiphora","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.5705
"5671","Potentilla grandiflora","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5672","Potentilla heptaphylla","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5673","Potentilla inclinata","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5674","Potentilla micrantha","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5675","Potentilla multifida","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5676","Potentilla norvegica","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5677","Potentilla palustris","Comarum","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.4425
"5678","Potentilla pusilla","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5679","Potentilla recta","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5680","Potentilla reptans","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5681","Potentilla rupestris","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.12467
"5682","Potentilla sterilis","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5683","Potentilla thuringiaca","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5684","Potentilla verna","Potentilla","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.014805
"5687","Prenanthes purpurea","Prenanthes","Asteraceae","Asterales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5688","Primula acaulis","Primula","Primulaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5689","Primula auricula","Primula","Primulaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5690","Primula elatior","Primula","Primulaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5691","Primula elatior subsp. elatior","Primula","Primulaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.10812
"5692","Primula farinosa","Primula","Primulaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5693","Primula glutinosa","Primula","Primulaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5694","Primula halleri","Primula","Primulaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5695","Primula hirsuta","Primula","Primulaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5696","Primula integrifolia","Primula","Primulaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5697","Primula latifolia","Primula","Primulaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5698","Primula veris","Primula","Primulaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5699","Primula veris subsp. columnae","Primula","Primulaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00367
"5702","Pritzelago alpina","Hornungia","Brassicaceae","Brassicales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00159
"5703","Pritzelago alpina subsp. alpina","Hornungia","Brassicaceae","Brassicales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.002815
"5727","Prunella grandiflora","Prunella","Lamiaceae","Lamiales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5728","Prunella laciniata","Prunella","Lamiaceae","Lamiales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5730","Prunella vulgaris","Prunella","Lamiaceae","Lamiales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5731","Prunus avium","Prunus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5732","Prunus cerasifera","Prunus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5733","Prunus domestica","Prunus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5734","Prunus domestica subsp. domestica","Prunus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.8572
"5735","Prunus laurocerasus","Prunus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5736","Prunus mahaleb","Prunus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5737","Prunus padus","Prunus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5738","Prunus padus subsp. padus","Prunus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5739","Prunus persica","Prunus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5740","Prunus serotina","Prunus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5741","Prunus spinosa","Prunus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5768","Pseudolysimachion spicatum","Veronica","Plantaginaceae","Lamiales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00312
"5772","Pseudorchis albida","Pseudorchis","Orchidaceae","Asparagales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.255
"5775","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Pinopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.095
"5785","Pteridium aquilinum","Pteridium","Dennstaedtiaceae","Polypodiales","Polypodiopsida","Tracheophyta","Ferns & Mosses","vascular_plants","terrestrial","terrestrial",0.255
"5787","Pteris cretica","Pteris","Pteridaceae","Polypodiales","Polypodiopsida","Tracheophyta","Ferns & Mosses","vascular_plants","terrestrial","terrestrial",0.255
"5788","Pterocarya fraxinifolia","Pterocarya","Juglandaceae","Fagales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.095
"5823","Puccinellia distans","Puccinellia","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5831","Pulicaria dysenterica","Pulicaria","Asteraceae","Asterales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.255
"5832","Pulmonaria australis","Pulmonaria","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5833","Pulmonaria mollis subsp. alpigena","Pulmonaria","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.01281
"5834","Pulmonaria montana","Pulmonaria","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5835","Pulmonaria obscura","Pulmonaria","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5836","Pulmonaria officinalis","Pulmonaria","Boraginaceae","Boraginales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5837","Pulsatilla alpina","Pulsatilla","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.255
"5838","Pulsatilla halleri","Pulsatilla","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.255
"5839","Pulsatilla montana","Pulsatilla","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.255
"5840","Pulsatilla vernalis","Pulsatilla","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.255
"5841","Pulsatilla vulgaris","Pulsatilla","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.255
"5850","Pyracantha coccinea","Pyracantha","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5867","Pyrola chlorantha","Pyrola","Ericaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5868","Pyrola media","Pyrola","Ericaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5869","Pyrola minor","Pyrola","Ericaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5870","Pyrola rotundifolia","Pyrola","Ericaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5878","Pyrus communis","Pyrus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5879","Pyrus pyraster","Pyrus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.9529
"5880","Quercus cerris","Quercus","Fagaceae","Fagales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5881","Quercus ilex","Quercus","Fagaceae","Fagales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5882","Quercus petraea","Quercus","Fagaceae","Fagales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5883","Quercus pubescens","Quercus","Fagaceae","Fagales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5884","Quercus robur","Quercus","Fagaceae","Fagales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5885","Quercus rubra","Quercus","Fagaceae","Fagales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5919","Ranunculus aconitifolius","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5920","Ranunculus acris","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5921","Ranunculus acris subsp. acris","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.004405
"5922","Ranunculus alpestris","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5923","Ranunculus arvensis","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5924","Ranunculus breyninus","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
