"names.traits" "names.maps" "Group" "Ter" "Aqu" "PhyloUniqueness" "FunctionUniqueness" "Restrictedness"
"Eurhynchiastrum pulchellum" "Eurhynchiastrum.pulchellum" "bryophytes" 1 0 0.17395029991431 0.208114722057011 0.719806763285024
"Eurhynchium angustirete" "Eurhynchium.angustirete" "bryophytes" 1 0 0.000856898029134533 0.123203647419792 0.596618357487923
"Eurhynchium striatum" "Eurhynchium.striatum" "bryophytes" 1 0 0.000856898029134533 0.0160822774832754 0.711352657004831
"Fissidens adianthoides" "Fissidens.adianthoides" "bryophytes" 1 0 0.0154241645244216 0.107215183221836 0.665458937198068
"Fissidens bryoides" "Fissidens.bryoides" "bryophytes" 1 0 0.0145672664952871 0.107215183221836 0.902173913043478
"Fissidens bryoides subsp. bryoides" "Fissidens.bryoides.bryoides" "bryophytes" 1 0 0.0330690946582137 0.112690296291382 1
"Fissidens crassipes" "Fissidens.crassipes" "bryophytes" 1 0 0.0145672664952871 0.147220848603118 0.978260869565217
"Fissidens crassipes subsp. crassipes" "Fissidens.crassipes.crassipes" "bryophytes" 1 0 0.0330690946582137 0.104609080826682 1
"Fissidens dubius" "Fissidens.dubius" "bryophytes" 1 0 0.0145672664952871 0.334847419241332 0.63768115942029
"Fissidens exilis" "Fissidens.exilis" "bryophytes" 1 0 0.0145672664952871 0.236966891275128 0.920289855072464
"Fissidens gracilifolius" "Fissidens.gracilifolius" "bryophytes" 1 0 0.0145672664952871 0.21303707804075 0.869565217391304
"Fissidens osmundoides" "Fissidens.osmundoides" "bryophytes" 1 0 0.0145672664952871 0.260890279173135 0.845410628019324
"Fissidens taxifolius" "Fissidens.taxifolius" "bryophytes" 1 0 0.0145672664952871 0.142060117768933 0.677536231884058
"Fissidens taxifolius subsp. taxifolius" "Fissidens.taxifolius.taxifolius" "bryophytes" 1 0 0.0330690946582137 0.0680480865940274 1
"Fissidens viridulus" "Fissidens.viridulus" "bryophytes" 1 0 0.0145672664952871 0.236966891275128 0.919082125603865
"Fontinalis antipyretica" "Fontinalis.antipyretica" "bryophytes" 0 1 0.00342759211653813 0.415023273302776 0.990338164251208
"Frullania dilatata" "Frullania.dilatata" "bryophytes" 1 0 0.00514138817480719 0.0884525261580148 0.632850241545894
