"names.traits" "names.maps" "Group" "Ter" "Aqu" "PhyloUniqueness" "FunctionUniqueness" "Restrictedness"
"Tandonia rustica" "Tandonia.rustica" "molluscs" 1 0 0.864406779661017 0.456916914510824 0.692028985507246
"Theodoxus fluviatilis" "Theodoxus.fluviatilis" "molluscs" 0 1 0.864406779661017 0.537261223709968 0.992753623188406
"Trochulus hispidus" "Trochulus.hispidus" "molluscs" 1 0 0.0338983050847458 0.0781969365350884 0.842995169082126
"Trochulus sericeus" "Trochulus.sericeus" "molluscs" 1 0 0.0338983050847458 0.291935229730997 0.560386473429952
"Trochulus villosus" "Trochulus.villosus" "molluscs" 1 0 0.0338983050847458 0.312787746140354 0.648550724637681
"Truncatellina callicratis" "Truncatellina.callicratis" "molluscs" 1 0 0.0101694915254237 0.234590809605265 0.793478260869565
"Truncatellina cylindrica" "Truncatellina.cylindrica" "molluscs" 1 0 0.0101694915254237 0.234590809605265 0.630434782608696
"Unio crassus" "Unio.crassus" "molluscs" 0 1 0.0169491525423729 0.156393873070177 0.997584541062802
"Unio pictorum" "Unio.pictorum" "molluscs" 0 1 0.0169491525423729 0.156393873070177 0.997584541062802
"Unio tumidus" "Unio.tumidus" "molluscs" 0 1 0.0169491525423729 0.286722100628657 0.997584541062802
"Vallonia costata" "Vallonia.costata" "molluscs" 1 0 0.0135593220338983 0.104262582046785 0.597826086956522
"Vallonia excentrica" "Vallonia.excentrica" "molluscs" 1 0 0.0135593220338983 0.104262582046785 0.621980676328502
"Vallonia pulchella" "Vallonia.pulchella" "molluscs" 1 0 0.0135593220338983 0.331323316282004 0.628019323671498
"Valvata cristata" "Valvata.cristata" "molluscs" 0 1 0.0549713915578106 0.364919037163746 0.832125603864734
"Valvata piscinalis" "Valvata.piscinalis" "molluscs" 0 1 0.0549713915578106 0.364919037163746 0.991545893719807
"Vertigo alpestris" "Vertigo.alpestris" "molluscs" 1 0 0.0406779661016949 0.0556067104249517 0.677536231884058
