"names.traits" "names.maps" "Group" "Ter" "Aqu" "PhyloUniqueness" "FunctionUniqueness" "Restrictedness"
"Pyrrhula pyrrhula" "Pyrrhula.pyrrhula" "aves" 1 0 0.0405405405405405 0.235563138021312 0.518115942028986
"Rallus aquaticus" "Rallus.aquaticus" "aves" 1 1 0.0045045045045045 0.204743754648077 0.765700483091787
"Regulus ignicapilla" "Regulus.ignicapilla" "aves" 1 0 0.0045045045045045 0.183290838455058 0.519323671497585
"Regulus regulus" "Regulus.regulus" "aves" 1 0 0.0045045045045045 0.173176405695485 0.518115942028986
"Remiz pendulinus" "Remiz.pendulinus" "aves" 1 0 0.027027027027027 0.47028201798115 0.960144927536232
"Riparia riparia" "Riparia.riparia" "aves" 1 0 0.0135135135135135 0.257398588746566 0.867149758454106
"Saxicola rubetra" "Saxicola.rubetra" "aves" 1 0 0.00900900900900901 0.254050705966189 0.620772946859903
"Saxicola torquatus" "Saxicola.torquatus" "aves" 1 0 0.00900900900900901 0.212072056838503 0.688405797101449
"Scolopax rusticola" "Scolopax.rusticola" "aves" 1 0 0.0045045045045045 0.271758891305424 0.606280193236715
"Serinus serinus" "Serinus.serinus" "aves" 1 0 0.0045045045045045 0.166074686904942 0.521739130434783
"Sitta europaea" "Sitta.europaea" "aves" 1 0 0.0045045045045045 0.179028449115379 0.516908212560387
"Spinus spinus" "Spinus.spinus" "aves" 1 0 0.0045045045045045 0.155061669679176 0.547101449275362
"Sterna hirundo" "Sterna.hirundo" "aves" 0 1 0.0225225225225225 0.292883699544133 0.933574879227053
"Streptopelia decaocto" "Streptopelia.decaocto" "aves" 1 0 0.0045045045045045 0.146982297293518 0.607487922705314
"Streptopelia turtur" "Streptopelia.turtur" "aves" 1 0 0.0045045045045045 0.30737185739635 0.706521739130435
"Strix aluco" "Strix.aluco" "aves" 1 0 0.0045045045045045 0.219868028332976 0.527777777777778
"Sturnus vulgaris" "Sturnus.vulgaris" "aves" 1 0 0.0900900900900901 0.496954486703139 0.56280193236715
"Sylvia atricapilla" "Sylvia.atricapilla" "aves" 0 0 0.0045045045045045 0.160783418415255 0.516908212560387
"Sylvia borin" "Sylvia.borin" "aves" 1 0 0.0045045045045045 0.160783418415255 0.516908212560387
"Sylvia communis" "Sylvia.communis" "aves" 1 0 0.0225225225225225 0.279269755155228 0.577294685990338
"Sylvia curruca" "Sylvia.curruca" "aves" 1 0 0.00900900900900901 0.142554488779331 0.530193236714976
"Sylvia nisoria" "Sylvia.nisoria" "aves" 1 0 0.00900900900900901 0.114302411933813 0.964975845410628
"Tachybaptus ruficollis" "Tachybaptus.ruficollis" "aves" 0 1 0.00900900900900901 0.19729429793195 0.695652173913043
"Tachymarptis melba" "Tachymarptis.melba" "aves" 0 0 0.00900900900900901 0.210918555116971 0.705314009661836
"Tadorna ferruginea" "Tadorna.ferruginea" "aves" 0 1 0.0135135135135135 0.469857805682974 0.910628019323672
"Tetrao urogallus" "Tetrao.urogallus" "aves" 1 0 0.0045045045045045 0.519154677213979 0.683574879227053
"Tichodroma muraria" "Tichodroma.muraria" "aves" 1 0 0.0045045045045045 0.273588957567932 0.659420289855073
"Troglodytes troglodytes" "Troglodytes.troglodytes" "aves" 1 0 0.00900900900900901 0.0673709356237515 0.516908212560387
"Turdus merula" "Turdus.merula" "aves" 1 0 0.00900900900900901 0.212324410391675 0.516908212560387
"Turdus philomelos" "Turdus.philomelos" "aves" 1 0 0.0135135135135135 0.159148301034792 0.516908212560387
"Turdus pilaris" "Turdus.pilaris" "aves" 1 0 0.0045045045045045 0.154020015347482 0.516908212560387
"Turdus torquatus" "Turdus.torquatus" "aves" 1 0 0.0045045045045045 0.464988570817352 0.617149758454106
"Turdus viscivorus" "Turdus.viscivorus" "aves" 1 0 0.018018018018018 0.0498676233699738 0.516908212560387
"Tyto alba" "Tyto.alba" "aves" 1 0 0.0315315315315315 0.919583378838882 0.741545893719807
"Upupa epops" "Upupa.epops" "aves" 1 0 0.0495495495495495 0.369591299971523 0.772946859903382
"Vanellus vanellus" "Vanellus.vanellus" "aves" 1 0 0.00900900900900901 0.561555767782577 0.840579710144927
"Zapornia parva" "Zapornia.parva" "aves" 1 0 0.027027027027027 0.237408394141177 0.957729468599034
